block,card,alt,title,cost,nature,farmland,meals,fruit,veggies,dist,treatment,food,alt_id,card_id,card_dcreate,ind_id,pooled_card_id,ind_card_id,choice,asc,food_fruit
2,1,1,Project,100,120,40,0,0,0,5,miles,0,17,9,2,326,9,2601,0,0,0
2,1,2,No Project,0,0,0,0,0,0,0,miles,0,18,9,2,326,9,2601,1,1,0
2,2,1,Project,50,80,80,0,0,0,40,miles,0,19,10,4,326,10,2602,1,0,0
2,2,2,No Project,0,0,0,0,0,0,0,miles,0,20,10,4,326,10,2602,0,1,0
2,3,1,Project,20,80,80,"4,000",2000,2000,40,miles,1,21,11,5,326,11,2603,0,0,2000
2,3,2,No Project,0,0,0,0,0,0,0,miles,0,22,11,5,326,11,2603,1,1,0
2,4,1,Project,50,80,80,"4,000",2000,2000,15,miles,1,23,12,8,326,12,2604,1,0,2000
2,4,2,No Project,0,0,0,0,0,0,0,miles,0,24,12,8,326,12,2604,0,1,0
2,5,1,Project,50,40,120,"4,000",1000,3000,40,miles,1,25,13,11,326,13,2605,1,0,1000
2,5,2,No Project,0,0,0,0,0,0,0,miles,0,26,13,11,326,13,2605,0,1,0
2,6,1,Project,20,160,0,0,0,0,5,miles,0,27,14,13,326,14,2606,1,0,0
2,6,2,No Project,0,0,0,0,0,0,0,miles,0,28,14,13,326,14,2606,0,1,0
2,7,1,Project,50,40,120,0,0,0,15,miles,0,29,15,22,326,15,2607,1,0,0
2,7,2,No Project,0,0,0,0,0,0,0,miles,0,30,15,22,326,15,2607,0,1,0
2,8,1,Project,5,40,120,"4,000",1000,3000,15,miles,1,31,16,24,326,16,2608,1,0,1000
2,8,2,No Project,0,0,0,0,0,0,0,miles,0,32,16,24,326,16,2608,0,1,0
3,1,1,Project,20,40,120,0,0,0,40,miles,0,33,17,3,327,17,2609,0,0,0
3,1,2,No Project,0,0,0,0,0,0,0,miles,0,34,17,3,327,17,2609,1,1,0
3,2,1,Project,5,80,80,"4,000",2000,2000,5,miles,1,35,18,6,327,18,2610,0,0,2000
3,2,2,No Project,0,0,0,0,0,0,0,miles,0,36,18,6,327,18,2610,1,1,0
3,3,1,Project,50,120,40,0,0,0,15,miles,0,37,19,7,327,19,2611,0,0,0
3,3,2,No Project,0,0,0,0,0,0,0,miles,0,38,19,7,327,19,2611,1,1,0
3,4,1,Project,20,120,40,"4,000",3000,1000,40,miles,1,39,20,10,327,20,2612,1,0,3000
3,4,2,No Project,0,0,0,0,0,0,0,miles,0,40,20,10,327,20,2612,0,1,0
3,5,1,Project,100,80,80,0,0,0,15,miles,0,41,21,14,327,21,2613,1,0,0
3,5,2,No Project,0,0,0,0,0,0,0,miles,0,42,21,14,327,21,2613,0,1,0
3,6,1,Project,5,160,0,"4,000",4000,0,40,miles,1,43,22,15,327,22,2614,1,0,4000
3,6,2,No Project,0,0,0,0,0,0,0,miles,0,44,22,15,327,22,2614,0,1,0
3,7,1,Project,20,120,40,"4,000",3000,1000,5,miles,1,45,23,16,327,23,2615,0,0,3000
3,7,2,No Project,0,0,0,0,0,0,0,miles,0,46,23,16,327,23,2615,1,1,0
3,8,1,Project,5,160,0,0,0,0,15,miles,0,47,24,19,327,24,2616,1,0,0
3,8,2,No Project,0,0,0,0,0,0,0,miles,0,48,24,19,327,24,2616,0,1,0
1,1,1,Project,50,160,0,"4,000",4000,0,30,minutes,1,1,1,1,328,25,2617,1,0,4000
1,1,2,No Project,0,0,0,0,0,0,0,minutes,0,2,1,1,328,25,2617,0,1,0
1,2,1,Project,100,40,120,"4,000",1000,3000,15,minutes,1,3,2,9,328,26,2618,0,0,1000
1,2,2,No Project,0,0,0,0,0,0,0,minutes,0,4,2,9,328,26,2618,1,1,0
1,3,1,Project,5,40,120,0,0,0,15,minutes,0,5,3,12,328,27,2619,0,0,0
1,3,2,No Project,0,0,0,0,0,0,0,minutes,0,6,3,12,328,27,2619,1,1,0
1,4,1,Project,100,160,0,"4,000",4000,0,15,minutes,1,7,4,17,328,28,2620,1,0,4000
1,4,2,No Project,0,0,0,0,0,0,0,minutes,0,8,4,17,328,28,2620,0,1,0
1,5,1,Project,100,80,80,0,0,0,15,minutes,0,9,5,18,328,29,2621,1,0,0
1,5,2,No Project,0,0,0,0,0,0,0,minutes,0,10,5,18,328,29,2621,0,1,0
1,6,1,Project,100,120,40,"4,000",3000,1000,30,minutes,1,11,6,20,328,30,2622,1,0,3000
1,6,2,No Project,0,0,0,0,0,0,0,minutes,0,12,6,20,328,30,2622,0,1,0
1,7,1,Project,20,160,0,0,0,0,60,minutes,0,13,7,21,328,31,2623,1,0,0
1,7,2,No Project,0,0,0,0,0,0,0,minutes,0,14,7,21,328,31,2623,0,1,0
1,8,1,Project,5,120,40,0,0,0,60,minutes,0,15,8,23,328,32,2624,0,0,0
1,8,2,No Project,0,0,0,0,0,0,0,minutes,0,16,8,23,328,32,2624,1,1,0
2,1,1,Project,100,120,40,0,0,0,15,minutes,0,17,9,2,329,33,2625,0,0,0
2,1,2,No Project,0,0,0,0,0,0,0,minutes,0,18,9,2,329,33,2625,1,1,0
2,2,1,Project,50,80,80,0,0,0,60,minutes,0,19,10,4,329,34,2626,1,0,0
2,2,2,No Project,0,0,0,0,0,0,0,minutes,0,20,10,4,329,34,2626,0,1,0
2,3,1,Project,20,80,80,"4,000",2000,2000,60,minutes,1,21,11,5,329,35,2627,0,0,2000
2,3,2,No Project,0,0,0,0,0,0,0,minutes,0,22,11,5,329,35,2627,1,1,0
2,4,1,Project,50,80,80,"4,000",2000,2000,30,minutes,1,23,12,8,329,36,2628,0,0,2000
2,4,2,No Project,0,0,0,0,0,0,0,minutes,0,24,12,8,329,36,2628,1,1,0
2,5,1,Project,50,40,120,"4,000",1000,3000,60,minutes,1,25,13,11,329,37,2629,0,0,1000
2,5,2,No Project,0,0,0,0,0,0,0,minutes,0,26,13,11,329,37,2629,1,1,0
2,6,1,Project,20,160,0,0,0,0,15,minutes,0,27,14,13,329,38,2630,0,0,0
2,6,2,No Project,0,0,0,0,0,0,0,minutes,0,28,14,13,329,38,2630,1,1,0
2,7,1,Project,50,40,120,0,0,0,30,minutes,0,29,15,22,329,39,2631,1,0,0
2,7,2,No Project,0,0,0,0,0,0,0,minutes,0,30,15,22,329,39,2631,0,1,0
2,8,1,Project,5,40,120,"4,000",1000,3000,30,minutes,1,31,16,24,329,40,2632,0,0,1000
2,8,2,No Project,0,0,0,0,0,0,0,minutes,0,32,16,24,329,40,2632,1,1,0
3,1,1,Project,20,40,120,0,0,0,60,minutes,0,33,17,3,330,41,2633,1,0,0
3,1,2,No Project,0,0,0,0,0,0,0,minutes,0,34,17,3,330,41,2633,0,1,0
3,2,1,Project,5,80,80,"4,000",2000,2000,15,minutes,1,35,18,6,330,42,2634,1,0,2000
3,2,2,No Project,0,0,0,0,0,0,0,minutes,0,36,18,6,330,42,2634,0,1,0
3,3,1,Project,50,120,40,0,0,0,30,minutes,0,37,19,7,330,43,2635,1,0,0
3,3,2,No Project,0,0,0,0,0,0,0,minutes,0,38,19,7,330,43,2635,0,1,0
3,4,1,Project,20,120,40,"4,000",3000,1000,60,minutes,1,39,20,10,330,44,2636,1,0,3000
3,4,2,No Project,0,0,0,0,0,0,0,minutes,0,40,20,10,330,44,2636,0,1,0
3,5,1,Project,100,80,80,0,0,0,30,minutes,0,41,21,14,330,45,2637,0,0,0
3,5,2,No Project,0,0,0,0,0,0,0,minutes,0,42,21,14,330,45,2637,1,1,0
3,6,1,Project,5,160,0,"4,000",4000,0,60,minutes,1,43,22,15,330,46,2638,0,0,4000
3,6,2,No Project,0,0,0,0,0,0,0,minutes,0,44,22,15,330,46,2638,1,1,0
3,7,1,Project,20,120,40,"4,000",3000,1000,15,minutes,1,45,23,16,330,47,2639,1,0,3000
3,7,2,No Project,0,0,0,0,0,0,0,minutes,0,46,23,16,330,47,2639,0,1,0
3,8,1,Project,5,160,0,0,0,0,30,minutes,0,47,24,19,330,48,2640,1,0,0
3,8,2,No Project,0,0,0,0,0,0,0,minutes,0,48,24,19,330,48,2640,0,1,0
1,1,1,Project,50,160,0,"4,000",4000,0,15,miles,1,1,1,1,331,1,2641,1,0,4000
1,1,2,No Project,0,0,0,0,0,0,0,miles,0,2,1,1,331,1,2641,0,1,0
1,2,1,Project,100,40,120,"4,000",1000,3000,5,miles,1,3,2,9,331,2,2642,0,0,1000
1,2,2,No Project,0,0,0,0,0,0,0,miles,0,4,2,9,331,2,2642,1,1,0
1,3,1,Project,5,40,120,0,0,0,5,miles,0,5,3,12,331,3,2643,1,0,0
1,3,2,No Project,0,0,0,0,0,0,0,miles,0,6,3,12,331,3,2643,0,1,0
1,4,1,Project,100,160,0,"4,000",4000,0,5,miles,1,7,4,17,331,4,2644,1,0,4000
1,4,2,No Project,0,0,0,0,0,0,0,miles,0,8,4,17,331,4,2644,0,1,0
1,5,1,Project,100,80,80,0,0,0,5,miles,0,9,5,18,331,5,2645,0,0,0
1,5,2,No Project,0,0,0,0,0,0,0,miles,0,10,5,18,331,5,2645,1,1,0
1,6,1,Project,100,120,40,"4,000",3000,1000,15,miles,1,11,6,20,331,6,2646,0,0,3000
1,6,2,No Project,0,0,0,0,0,0,0,miles,0,12,6,20,331,6,2646,1,1,0
1,7,1,Project,20,160,0,0,0,0,40,miles,0,13,7,21,331,7,2647,0,0,0
1,7,2,No Project,0,0,0,0,0,0,0,miles,0,14,7,21,331,7,2647,1,1,0
1,8,1,Project,5,120,40,0,0,0,40,miles,0,15,8,23,331,8,2648,0,0,0
1,8,2,No Project,0,0,0,0,0,0,0,miles,0,16,8,23,331,8,2648,1,1,0
2,1,1,Project,100,120,40,0,0,0,5,miles,0,17,9,2,332,9,2649,1,0,0
2,1,2,No Project,0,0,0,0,0,0,0,miles,0,18,9,2,332,9,2649,0,1,0
2,2,1,Project,50,80,80,0,0,0,40,miles,0,19,10,4,332,10,2650,1,0,0
2,2,2,No Project,0,0,0,0,0,0,0,miles,0,20,10,4,332,10,2650,0,1,0
2,3,1,Project,20,80,80,"4,000",2000,2000,40,miles,1,21,11,5,332,11,2651,1,0,2000
2,3,2,No Project,0,0,0,0,0,0,0,miles,0,22,11,5,332,11,2651,0,1,0
2,4,1,Project,50,80,80,"4,000",2000,2000,15,miles,1,23,12,8,332,12,2652,0,0,2000
2,4,2,No Project,0,0,0,0,0,0,0,miles,0,24,12,8,332,12,2652,1,1,0
2,5,1,Project,50,40,120,"4,000",1000,3000,40,miles,1,25,13,11,332,13,2653,1,0,1000
2,5,2,No Project,0,0,0,0,0,0,0,miles,0,26,13,11,332,13,2653,0,1,0
2,6,1,Project,20,160,0,0,0,0,5,miles,0,27,14,13,332,14,2654,0,0,0
2,6,2,No Project,0,0,0,0,0,0,0,miles,0,28,14,13,332,14,2654,1,1,0
2,7,1,Project,50,40,120,0,0,0,15,miles,0,29,15,22,332,15,2655,0,0,0
2,7,2,No Project,0,0,0,0,0,0,0,miles,0,30,15,22,332,15,2655,1,1,0
2,8,1,Project,5,40,120,"4,000",1000,3000,15,miles,1,31,16,24,332,16,2656,0,0,1000
2,8,2,No Project,0,0,0,0,0,0,0,miles,0,32,16,24,332,16,2656,1,1,0
3,1,1,Project,20,40,120,0,0,0,40,miles,0,33,17,3,333,17,2657,1,0,0
3,1,2,No Project,0,0,0,0,0,0,0,miles,0,34,17,3,333,17,2657,0,1,0
3,2,1,Project,5,80,80,"4,000",2000,2000,5,miles,1,35,18,6,333,18,2658,1,0,2000
3,2,2,No Project,0,0,0,0,0,0,0,miles,0,36,18,6,333,18,2658,0,1,0
3,3,1,Project,50,120,40,0,0,0,15,miles,0,37,19,7,333,19,2659,1,0,0
3,3,2,No Project,0,0,0,0,0,0,0,miles,0,38,19,7,333,19,2659,0,1,0
3,4,1,Project,20,120,40,"4,000",3000,1000,40,miles,1,39,20,10,333,20,2660,0,0,3000
3,4,2,No Project,0,0,0,0,0,0,0,miles,0,40,20,10,333,20,2660,1,1,0
3,5,1,Project,100,80,80,0,0,0,15,miles,0,41,21,14,333,21,2661,0,0,0
3,5,2,No Project,0,0,0,0,0,0,0,miles,0,42,21,14,333,21,2661,1,1,0
3,6,1,Project,5,160,0,"4,000",4000,0,40,miles,1,43,22,15,333,22,2662,0,0,4000
3,6,2,No Project,0,0,0,0,0,0,0,miles,0,44,22,15,333,22,2662,1,1,0
3,7,1,Project,20,120,40,"4,000",3000,1000,5,miles,1,45,23,16,333,23,2663,0,0,3000
3,7,2,No Project,0,0,0,0,0,0,0,miles,0,46,23,16,333,23,2663,1,1,0
3,8,1,Project,5,160,0,0,0,0,15,miles,0,47,24,19,333,24,2664,0,0,0
3,8,2,No Project,0,0,0,0,0,0,0,miles,0,48,24,19,333,24,2664,1,1,0
1,1,1,Project,50,160,0,"4,000",4000,0,30,minutes,1,1,1,1,334,25,2665,0,0,4000
1,1,2,No Project,0,0,0,0,0,0,0,minutes,0,2,1,1,334,25,2665,1,1,0
1,2,1,Project,100,40,120,"4,000",1000,3000,15,minutes,1,3,2,9,334,26,2666,0,0,1000
1,2,2,No Project,0,0,0,0,0,0,0,minutes,0,4,2,9,334,26,2666,1,1,0
1,3,1,Project,5,40,120,0,0,0,15,minutes,0,5,3,12,334,27,2667,0,0,0
1,3,2,No Project,0,0,0,0,0,0,0,minutes,0,6,3,12,334,27,2667,1,1,0
1,4,1,Project,100,160,0,"4,000",4000,0,15,minutes,1,7,4,17,334,28,2668,1,0,4000
1,4,2,No Project,0,0,0,0,0,0,0,minutes,0,8,4,17,334,28,2668,0,1,0
1,5,1,Project,100,80,80,0,0,0,15,minutes,0,9,5,18,334,29,2669,1,0,0
1,5,2,No Project,0,0,0,0,0,0,0,minutes,0,10,5,18,334,29,2669,0,1,0
1,6,1,Project,100,120,40,"4,000",3000,1000,30,minutes,1,11,6,20,334,30,2670,0,0,3000
1,6,2,No Project,0,0,0,0,0,0,0,minutes,0,12,6,20,334,30,2670,1,1,0
1,7,1,Project,20,160,0,0,0,0,60,minutes,0,13,7,21,334,31,2671,1,0,0
1,7,2,No Project,0,0,0,0,0,0,0,minutes,0,14,7,21,334,31,2671,0,1,0
1,8,1,Project,5,120,40,0,0,0,60,minutes,0,15,8,23,334,32,2672,1,0,0
1,8,2,No Project,0,0,0,0,0,0,0,minutes,0,16,8,23,334,32,2672,0,1,0
2,1,1,Project,100,120,40,0,0,0,15,minutes,0,17,9,2,335,33,2673,0,0,0
2,1,2,No Project,0,0,0,0,0,0,0,minutes,0,18,9,2,335,33,2673,1,1,0
2,2,1,Project,50,80,80,0,0,0,60,minutes,0,19,10,4,335,34,2674,0,0,0
2,2,2,No Project,0,0,0,0,0,0,0,minutes,0,20,10,4,335,34,2674,1,1,0
2,3,1,Project,20,80,80,"4,000",2000,2000,60,minutes,1,21,11,5,335,35,2675,1,0,2000
2,3,2,No Project,0,0,0,0,0,0,0,minutes,0,22,11,5,335,35,2675,0,1,0
2,4,1,Project,50,80,80,"4,000",2000,2000,30,minutes,1,23,12,8,335,36,2676,1,0,2000
2,4,2,No Project,0,0,0,0,0,0,0,minutes,0,24,12,8,335,36,2676,0,1,0
2,5,1,Project,50,40,120,"4,000",1000,3000,60,minutes,1,25,13,11,335,37,2677,0,0,1000
2,5,2,No Project,0,0,0,0,0,0,0,minutes,0,26,13,11,335,37,2677,1,1,0
2,6,1,Project,20,160,0,0,0,0,15,minutes,0,27,14,13,335,38,2678,1,0,0
2,6,2,No Project,0,0,0,0,0,0,0,minutes,0,28,14,13,335,38,2678,0,1,0
2,7,1,Project,50,40,120,0,0,0,30,minutes,0,29,15,22,335,39,2679,1,0,0
2,7,2,No Project,0,0,0,0,0,0,0,minutes,0,30,15,22,335,39,2679,0,1,0
2,8,1,Project,5,40,120,"4,000",1000,3000,30,minutes,1,31,16,24,335,40,2680,0,0,1000
2,8,2,No Project,0,0,0,0,0,0,0,minutes,0,32,16,24,335,40,2680,1,1,0
3,1,1,Project,20,40,120,0,0,0,60,minutes,0,33,17,3,336,41,2681,1,0,0
3,1,2,No Project,0,0,0,0,0,0,0,minutes,0,34,17,3,336,41,2681,0,1,0
3,2,1,Project,5,80,80,"4,000",2000,2000,15,minutes,1,35,18,6,336,42,2682,1,0,2000
3,2,2,No Project,0,0,0,0,0,0,0,minutes,0,36,18,6,336,42,2682,0,1,0
3,3,1,Project,50,120,40,0,0,0,30,minutes,0,37,19,7,336,43,2683,1,0,0
3,3,2,No Project,0,0,0,0,0,0,0,minutes,0,38,19,7,336,43,2683,0,1,0
3,4,1,Project,20,120,40,"4,000",3000,1000,60,minutes,1,39,20,10,336,44,2684,1,0,3000
3,4,2,No Project,0,0,0,0,0,0,0,minutes,0,40,20,10,336,44,2684,0,1,0
3,5,1,Project,100,80,80,0,0,0,30,minutes,0,41,21,14,336,45,2685,0,0,0
3,5,2,No Project,0,0,0,0,0,0,0,minutes,0,42,21,14,336,45,2685,1,1,0
3,6,1,Project,5,160,0,"4,000",4000,0,60,minutes,1,43,22,15,336,46,2686,1,0,4000
3,6,2,No Project,0,0,0,0,0,0,0,minutes,0,44,22,15,336,46,2686,0,1,0
3,7,1,Project,20,120,40,"4,000",3000,1000,15,minutes,1,45,23,16,336,47,2687,0,0,3000
3,7,2,No Project,0,0,0,0,0,0,0,minutes,0,46,23,16,336,47,2687,1,1,0
3,8,1,Project,5,160,0,0,0,0,30,minutes,0,47,24,19,336,48,2688,0,0,0
3,8,2,No Project,0,0,0,0,0,0,0,minutes,0,48,24,19,336,48,2688,1,1,0
1,1,1,Project,50,160,0,"4,000",4000,0,15,miles,1,1,1,1,337,1,2689,0,0,4000
1,1,2,No Project,0,0,0,0,0,0,0,miles,0,2,1,1,337,1,2689,1,1,0
1,2,1,Project,100,40,120,"4,000",1000,3000,5,miles,1,3,2,9,337,2,2690,0,0,1000
1,2,2,No Project,0,0,0,0,0,0,0,miles,0,4,2,9,337,2,2690,1,1,0
1,3,1,Project,5,40,120,0,0,0,5,miles,0,5,3,12,337,3,2691,1,0,0
1,3,2,No Project,0,0,0,0,0,0,0,miles,0,6,3,12,337,3,2691,0,1,0
1,4,1,Project,100,160,0,"4,000",4000,0,5,miles,1,7,4,17,337,4,2692,1,0,4000
1,4,2,No Project,0,0,0,0,0,0,0,miles,0,8,4,17,337,4,2692,0,1,0
1,5,1,Project,100,80,80,0,0,0,5,miles,0,9,5,18,337,5,2693,0,0,0
1,5,2,No Project,0,0,0,0,0,0,0,miles,0,10,5,18,337,5,2693,1,1,0
1,6,1,Project,100,120,40,"4,000",3000,1000,15,miles,1,11,6,20,337,6,2694,1,0,3000
1,6,2,No Project,0,0,0,0,0,0,0,miles,0,12,6,20,337,6,2694,0,1,0
1,7,1,Project,20,160,0,0,0,0,40,miles,0,13,7,21,337,7,2695,1,0,0
1,7,2,No Project,0,0,0,0,0,0,0,miles,0,14,7,21,337,7,2695,0,1,0
1,8,1,Project,5,120,40,0,0,0,40,miles,0,15,8,23,337,8,2696,1,0,0
1,8,2,No Project,0,0,0,0,0,0,0,miles,0,16,8,23,337,8,2696,0,1,0
2,1,1,Project,100,120,40,0,0,0,5,miles,0,17,9,2,338,9,2697,0,0,0
2,1,2,No Project,0,0,0,0,0,0,0,miles,0,18,9,2,338,9,2697,1,1,0
2,2,1,Project,50,80,80,0,0,0,40,miles,0,19,10,4,338,10,2698,1,0,0
2,2,2,No Project,0,0,0,0,0,0,0,miles,0,20,10,4,338,10,2698,0,1,0
2,3,1,Project,20,80,80,"4,000",2000,2000,40,miles,1,21,11,5,338,11,2699,0,0,2000
2,3,2,No Project,0,0,0,0,0,0,0,miles,0,22,11,5,338,11,2699,1,1,0
2,4,1,Project,50,80,80,"4,000",2000,2000,15,miles,1,23,12,8,338,12,2700,1,0,2000
2,4,2,No Project,0,0,0,0,0,0,0,miles,0,24,12,8,338,12,2700,0,1,0
2,5,1,Project,50,40,120,"4,000",1000,3000,40,miles,1,25,13,11,338,13,2701,0,0,1000
2,5,2,No Project,0,0,0,0,0,0,0,miles,0,26,13,11,338,13,2701,1,1,0
2,6,1,Project,20,160,0,0,0,0,5,miles,0,27,14,13,338,14,2702,0,0,0
2,6,2,No Project,0,0,0,0,0,0,0,miles,0,28,14,13,338,14,2702,1,1,0
2,7,1,Project,50,40,120,0,0,0,15,miles,0,29,15,22,338,15,2703,1,0,0
2,7,2,No Project,0,0,0,0,0,0,0,miles,0,30,15,22,338,15,2703,0,1,0
2,8,1,Project,5,40,120,"4,000",1000,3000,15,miles,1,31,16,24,338,16,2704,0,0,1000
2,8,2,No Project,0,0,0,0,0,0,0,miles,0,32,16,24,338,16,2704,1,1,0
3,1,1,Project,20,40,120,0,0,0,40,miles,0,33,17,3,339,17,2705,0,0,0
3,1,2,No Project,0,0,0,0,0,0,0,miles,0,34,17,3,339,17,2705,1,1,0
3,2,1,Project,5,80,80,"4,000",2000,2000,5,miles,1,35,18,6,339,18,2706,1,0,2000
3,2,2,No Project,0,0,0,0,0,0,0,miles,0,36,18,6,339,18,2706,0,1,0
3,3,1,Project,50,120,40,0,0,0,15,miles,0,37,19,7,339,19,2707,0,0,0
3,3,2,No Project,0,0,0,0,0,0,0,miles,0,38,19,7,339,19,2707,1,1,0
3,4,1,Project,20,120,40,"4,000",3000,1000,40,miles,1,39,20,10,339,20,2708,0,0,3000
3,4,2,No Project,0,0,0,0,0,0,0,miles,0,40,20,10,339,20,2708,1,1,0
3,5,1,Project,100,80,80,0,0,0,15,miles,0,41,21,14,339,21,2709,0,0,0
3,5,2,No Project,0,0,0,0,0,0,0,miles,0,42,21,14,339,21,2709,1,1,0
3,6,1,Project,5,160,0,"4,000",4000,0,40,miles,1,43,22,15,339,22,2710,1,0,4000
3,6,2,No Project,0,0,0,0,0,0,0,miles,0,44,22,15,339,22,2710,0,1,0
3,7,1,Project,20,120,40,"4,000",3000,1000,5,miles,1,45,23,16,339,23,2711,0,0,3000
3,7,2,No Project,0,0,0,0,0,0,0,miles,0,46,23,16,339,23,2711,1,1,0
3,8,1,Project,5,160,0,0,0,0,15,miles,0,47,24,19,339,24,2712,1,0,0
3,8,2,No Project,0,0,0,0,0,0,0,miles,0,48,24,19,339,24,2712,0,1,0
1,1,1,Project,50,160,0,"4,000",4000,0,30,minutes,1,1,1,1,340,25,2713,0,0,4000
1,1,2,No Project,0,0,0,0,0,0,0,minutes,0,2,1,1,340,25,2713,1,1,0
1,2,1,Project,100,40,120,"4,000",1000,3000,15,minutes,1,3,2,9,340,26,2714,1,0,1000
1,2,2,No Project,0,0,0,0,0,0,0,minutes,0,4,2,9,340,26,2714,0,1,0
1,3,1,Project,5,40,120,0,0,0,15,minutes,0,5,3,12,340,27,2715,0,0,0
1,3,2,No Project,0,0,0,0,0,0,0,minutes,0,6,3,12,340,27,2715,1,1,0
1,4,1,Project,100,160,0,"4,000",4000,0,15,minutes,1,7,4,17,340,28,2716,0,0,4000
1,4,2,No Project,0,0,0,0,0,0,0,minutes,0,8,4,17,340,28,2716,1,1,0
1,5,1,Project,100,80,80,0,0,0,15,minutes,0,9,5,18,340,29,2717,1,0,0
1,5,2,No Project,0,0,0,0,0,0,0,minutes,0,10,5,18,340,29,2717,0,1,0
1,6,1,Project,100,120,40,"4,000",3000,1000,30,minutes,1,11,6,20,340,30,2718,1,0,3000
1,6,2,No Project,0,0,0,0,0,0,0,minutes,0,12,6,20,340,30,2718,0,1,0
1,7,1,Project,20,160,0,0,0,0,60,minutes,0,13,7,21,340,31,2719,0,0,0
1,7,2,No Project,0,0,0,0,0,0,0,minutes,0,14,7,21,340,31,2719,1,1,0
1,8,1,Project,5,120,40,0,0,0,60,minutes,0,15,8,23,340,32,2720,0,0,0
1,8,2,No Project,0,0,0,0,0,0,0,minutes,0,16,8,23,340,32,2720,1,1,0
2,1,1,Project,100,120,40,0,0,0,15,minutes,0,17,9,2,341,33,2721,0,0,0
2,1,2,No Project,0,0,0,0,0,0,0,minutes,0,18,9,2,341,33,2721,1,1,0
2,2,1,Project,50,80,80,0,0,0,60,minutes,0,19,10,4,341,34,2722,1,0,0
2,2,2,No Project,0,0,0,0,0,0,0,minutes,0,20,10,4,341,34,2722,0,1,0
2,3,1,Project,20,80,80,"4,000",2000,2000,60,minutes,1,21,11,5,341,35,2723,1,0,2000
2,3,2,No Project,0,0,0,0,0,0,0,minutes,0,22,11,5,341,35,2723,0,1,0
2,4,1,Project,50,80,80,"4,000",2000,2000,30,minutes,1,23,12,8,341,36,2724,1,0,2000
2,4,2,No Project,0,0,0,0,0,0,0,minutes,0,24,12,8,341,36,2724,0,1,0
2,5,1,Project,50,40,120,"4,000",1000,3000,60,minutes,1,25,13,11,341,37,2725,0,0,1000
2,5,2,No Project,0,0,0,0,0,0,0,minutes,0,26,13,11,341,37,2725,1,1,0
2,6,1,Project,20,160,0,0,0,0,15,minutes,0,27,14,13,341,38,2726,0,0,0
2,6,2,No Project,0,0,0,0,0,0,0,minutes,0,28,14,13,341,38,2726,1,1,0
2,7,1,Project,50,40,120,0,0,0,30,minutes,0,29,15,22,341,39,2727,0,0,0
2,7,2,No Project,0,0,0,0,0,0,0,minutes,0,30,15,22,341,39,2727,1,1,0
2,8,1,Project,5,40,120,"4,000",1000,3000,30,minutes,1,31,16,24,341,40,2728,0,0,1000
2,8,2,No Project,0,0,0,0,0,0,0,minutes,0,32,16,24,341,40,2728,1,1,0
3,1,1,Project,20,40,120,0,0,0,60,minutes,0,33,17,3,342,41,2729,1,0,0
3,1,2,No Project,0,0,0,0,0,0,0,minutes,0,34,17,3,342,41,2729,0,1,0
3,2,1,Project,5,80,80,"4,000",2000,2000,15,minutes,1,35,18,6,342,42,2730,0,0,2000
3,2,2,No Project,0,0,0,0,0,0,0,minutes,0,36,18,6,342,42,2730,1,1,0
3,3,1,Project,50,120,40,0,0,0,30,minutes,0,37,19,7,342,43,2731,0,0,0
3,3,2,No Project,0,0,0,0,0,0,0,minutes,0,38,19,7,342,43,2731,1,1,0
3,4,1,Project,20,120,40,"4,000",3000,1000,60,minutes,1,39,20,10,342,44,2732,1,0,3000
3,4,2,No Project,0,0,0,0,0,0,0,minutes,0,40,20,10,342,44,2732,0,1,0
3,5,1,Project,100,80,80,0,0,0,30,minutes,0,41,21,14,342,45,2733,1,0,0
3,5,2,No Project,0,0,0,0,0,0,0,minutes,0,42,21,14,342,45,2733,0,1,0
3,6,1,Project,5,160,0,"4,000",4000,0,60,minutes,1,43,22,15,342,46,2734,0,0,4000
3,6,2,No Project,0,0,0,0,0,0,0,minutes,0,44,22,15,342,46,2734,1,1,0
3,7,1,Project,20,120,40,"4,000",3000,1000,15,minutes,1,45,23,16,342,47,2735,0,0,3000
3,7,2,No Project,0,0,0,0,0,0,0,minutes,0,46,23,16,342,47,2735,1,1,0
3,8,1,Project,5,160,0,0,0,0,30,minutes,0,47,24,19,342,48,2736,1,0,0
3,8,2,No Project,0,0,0,0,0,0,0,minutes,0,48,24,19,342,48,2736,0,1,0
1,1,1,Project,50,160,0,"4,000",4000,0,15,miles,1,1,1,1,343,1,2737,1,0,4000
1,1,2,No Project,0,0,0,0,0,0,0,miles,0,2,1,1,343,1,2737,0,1,0
1,2,1,Project,100,40,120,"4,000",1000,3000,5,miles,1,3,2,9,343,2,2738,1,0,1000
1,2,2,No Project,0,0,0,0,0,0,0,miles,0,4,2,9,343,2,2738,0,1,0
1,3,1,Project,5,40,120,0,0,0,5,miles,0,5,3,12,343,3,2739,0,0,0
1,3,2,No Project,0,0,0,0,0,0,0,miles,0,6,3,12,343,3,2739,1,1,0
1,4,1,Project,100,160,0,"4,000",4000,0,5,miles,1,7,4,17,343,4,2740,0,0,4000
1,4,2,No Project,0,0,0,0,0,0,0,miles,0,8,4,17,343,4,2740,1,1,0
1,5,1,Project,100,80,80,0,0,0,5,miles,0,9,5,18,343,5,2741,0,0,0
